"id","youth","ethnicity","village","sex","choice","market"
"mk92731",1,1,"Mankanza","f",6,0
"mk92731",1,1,"Mankanza","f",3,0
"mk92731",1,1,"Mankanza","f",35,0
"mk92731",1,1,"Mankanza","f",29,1
"mk92731",1,1,"Mankanza","f",15,0
"mk92731",1,1,"Mankanza","f",22,0
"mk92731",1,1,"Mankanza","f",27,1
"mk92731",1,1,"Mankanza","f",20,0
"mk92731",1,1,"Mankanza","f",48,0
"mk92731",1,1,"Mankanza","f",38,0
"mk46149",1,1,"Mankanza","f",38,0
"mk46149",1,1,"Mankanza","f",47,1
"mk46149",1,1,"Mankanza","f",20,0
"mk46149",1,1,"Mankanza","f",27,1
"mk46149",1,1,"Mankanza","f",21,1
"mk46149",1,1,"Mankanza","f",15,0
"mk46149",1,1,"Mankanza","f",29,1
"mk46149",1,1,"Mankanza","f",36,1
"mk46149",1,1,"Mankanza","f",3,0
"mk46149",1,1,"Mankanza","f",6,0
"mk46149",1,1,"Mankanza","f",7,0
"mk46149",1,1,"Mankanza","f",9,1
"mk46149",1,1,"Mankanza","f",25,0
"mk46149",1,1,"Mankanza","f",1,0
"mk46149",1,1,"Mankanza","f",42,1
"mk6080",1,1,"Mankanza","f",38,0
"mk6080",1,1,"Mankanza","f",48,0
"mk6080",1,1,"Mankanza","f",20,0
"mk6080",1,1,"Mankanza","f",28,0
"mk6080",1,1,"Mankanza","f",22,0
"mk6080",1,1,"Mankanza","f",30,0
"mk6080",1,1,"Mankanza","f",3,0
"mk6080",1,1,"Mankanza","f",6,0
"mk6080",1,1,"Mankanza","f",7,0
"mk6080",1,1,"Mankanza","f",10,0
"mk6080",1,1,"Mankanza","f",25,0
"mk6080",1,1,"Mankanza","f",1,0
"mk6080",1,1,"Mankanza","f",41,0
"mk6080",1,1,"Mankanza","f",15,0
"mk6080",1,1,"Mankanza","f",36,1
"mk9344",1,1,"Mankanza","f",47,1
"mk9344",1,1,"Mankanza","f",20,0
"mk9344",1,1,"Mankanza","f",28,0
"mk9344",1,1,"Mankanza","f",22,0
"mk9344",1,1,"Mankanza","f",15,0
"mk9344",1,1,"Mankanza","f",30,0
"mk9344",1,1,"Mankanza","f",35,0
"mk9344",1,1,"Mankanza","f",4,1
"mk9344",1,1,"Mankanza","f",6,0
"mk9344",1,1,"Mankanza","f",7,0
"mk9344",1,1,"Mankanza","f",10,0
"mk9344",1,1,"Mankanza","f",26,1
"mk9344",1,1,"Mankanza","f",2,1
"mk9344",1,1,"Mankanza","f",38,0
"mk9344",1,1,"Mankanza","f",41,0
"mk2827",1,1,"Mankanza","f",41,0
"mk2827",1,1,"Mankanza","f",15,0
"mk2827",1,1,"Mankanza","f",35,0
"mk2827",1,1,"Mankanza","f",3,0
"mk2827",1,1,"Mankanza","f",6,0
"mk2827",1,1,"Mankanza","f",7,0
"mk2827",1,1,"Mankanza","f",9,1
"mk2827",1,1,"Mankanza","f",38,0
"mk2827",1,1,"Mankanza","f",48,0
"mk2827",1,1,"Mankanza","f",20,0
"mk2827",1,1,"Mankanza","f",28,0
"mk2827",1,1,"Mankanza","f",22,0
"mk2827",1,1,"Mankanza","f",29,1
"mk2827",1,1,"Mankanza","f",25,0
"mk2827",1,1,"Mankanza","f",1,0
"mk7049",2,1,"Mankanza","f",20,0
"mk7049",2,1,"Mankanza","f",1,0
"mk7049",2,1,"Mankanza","f",7,0
"mk7049",2,1,"Mankanza","f",29,1
"mk7049",2,1,"Mankanza","f",27,1
"mk7049",2,1,"Mankanza","f",47,1
"mk7049",2,1,"Mankanza","f",37,1
"mk7049",2,1,"Mankanza","f",15,0
"mk7049",2,1,"Mankanza","f",35,0
"mk7049",2,1,"Mankanza","f",42,1
"mk7049",2,1,"Mankanza","f",22,0
"mk7049",2,1,"Mankanza","f",6,0
"mk7049",2,1,"Mankanza","f",26,1
"mk7049",2,1,"Mankanza","f",3,0
"mk7049",2,1,"Mankanza","f",9,1
"mk8765",2,1,"Mankanza","m",20,0
"mk8765",2,1,"Mankanza","m",2,1
"mk8765",2,1,"Mankanza","m",7,0
"mk8765",2,1,"Mankanza","m",16,1
"mk8765",2,1,"Mankanza","m",36,1
"mk8765",2,1,"Mankanza","m",29,1
"mk8765",2,1,"Mankanza","m",27,1
"mk8765",2,1,"Mankanza","m",47,1
"mk8765",2,1,"Mankanza","m",37,1
"mk8765",2,1,"Mankanza","m",42,1
"mk8765",2,1,"Mankanza","m",22,0
"mk8765",2,1,"Mankanza","m",6,0
"mk8765",2,1,"Mankanza","m",26,1
"mk8765",2,1,"Mankanza","m",4,1
"mk8765",2,1,"Mankanza","m",10,0
"mk5020",1,1,"Mankanza","m",7,0
"mk5020",1,1,"Mankanza","m",1,0
"mk5020",1,1,"Mankanza","m",20,0
"mk5020",1,1,"Mankanza","m",10,0
"mk5020",1,1,"Mankanza","m",3,0
"mk5020",1,1,"Mankanza","m",48,0
"mk5020",1,1,"Mankanza","m",28,0
"mk5020",1,1,"Mankanza","m",25,0
"mk5020",1,1,"Mankanza","m",6,0
"mk5020",1,1,"Mankanza","m",22,0
"mk5020",1,1,"Mankanza","m",41,0
"mk5020",1,1,"Mankanza","m",38,0
"mk5020",1,1,"Mankanza","m",30,0
"mk5020",1,1,"Mankanza","m",35,0
"mk5020",1,1,"Mankanza","m",15,0
"mk90205",2,1,"Mankanza","f",35,0
"mk90205",2,1,"Mankanza","f",29,1
"mk90205",2,1,"Mankanza","f",15,0
"mk90205",2,1,"Mankanza","f",21,1
"mk90205",2,1,"Mankanza","f",20,0
"mk90205",2,1,"Mankanza","f",27,1
"mk90205",2,1,"Mankanza","f",38,0
"mk90205",2,1,"Mankanza","f",42,1
"mk90205",2,1,"Mankanza","f",48,0
"mk90205",2,1,"Mankanza","f",2,1
"mk90205",2,1,"Mankanza","f",3,0
"mk90205",2,1,"Mankanza","f",6,0
"mk90205",2,1,"Mankanza","f",7,0
"mk90205",2,1,"Mankanza","f",10,0
"mk90205",2,1,"Mankanza","f",25,0
"mk56925",1,1,"Mankanza","f",35,0
"mk56925",1,1,"Mankanza","f",28,0
"mk56925",1,1,"Mankanza","f",20,0
"mk56925",1,1,"Mankanza","f",48,0
"mk56925",1,1,"Mankanza","f",38,0
"mk56925",1,1,"Mankanza","f",10,0
"mk56925",1,1,"Mankanza","f",7,0
"mk56925",1,1,"Mankanza","f",6,0
"mk56925",1,1,"Mankanza","f",3,0
"mk56925",1,1,"Mankanza","f",15,0
"mk56925",1,1,"Mankanza","f",42,1
"mk56925",1,1,"Mankanza","f",2,1
"mk56925",1,1,"Mankanza","f",25,0
"mk56925",1,1,"Mankanza","f",29,1
"mk56925",1,1,"Mankanza","f",22,0
"mk27133",2,1,"Mankanza","f",22,0
"mk27133",2,1,"Mankanza","f",29,1
"mk27133",2,1,"Mankanza","f",25,0
"mk27133",2,1,"Mankanza","f",2,1
"mk27133",2,1,"Mankanza","f",42,1
"mk27133",2,1,"Mankanza","f",15,0
"mk27133",2,1,"Mankanza","f",3,0
"mk27133",2,1,"Mankanza","f",6,0
"mk27133",2,1,"Mankanza","f",7,0
"mk27133",2,1,"Mankanza","f",10,0
"mk27133",2,1,"Mankanza","f",37,1
"mk27133",2,1,"Mankanza","f",48,0
"mk27133",2,1,"Mankanza","f",19,1
"mk27133",2,1,"Mankanza","f",28,0
"mk27133",2,1,"Mankanza","f",36,1
"mk8004",2,1,"Mankanza","m",37,1
"mk8004",2,1,"Mankanza","m",10,0
"mk8004",2,1,"Mankanza","m",7,0
"mk8004",2,1,"Mankanza","m",6,0
"mk8004",2,1,"Mankanza","m",3,0
"mk8004",2,1,"Mankanza","m",16,1
"mk8004",2,1,"Mankanza","m",42,1
"mk8004",2,1,"Mankanza","m",2,1
"mk8004",2,1,"Mankanza","m",25,0
"mk8004",2,1,"Mankanza","m",29,1
"mk8004",2,1,"Mankanza","m",21,1
"mk8004",2,1,"Mankanza","m",36,1
"mk8004",2,1,"Mankanza","m",28,0
"mk8004",2,1,"Mankanza","m",20,0
"mk8004",2,1,"Mankanza","m",48,0
"mk6045",1,1,"Mankanza","f",36,1
"mk6045",1,1,"Mankanza","f",27,1
"mk6045",1,1,"Mankanza","f",20,0
"mk6045",1,1,"Mankanza","f",47,1
"mk6045",1,1,"Mankanza","f",38,0
"mk6045",1,1,"Mankanza","f",10,0
"mk6045",1,1,"Mankanza","f",7,0
"mk6045",1,1,"Mankanza","f",6,0
"mk6045",1,1,"Mankanza","f",3,0
"mk6045",1,1,"Mankanza","f",15,0
"mk6045",1,1,"Mankanza","f",41,0
"mk6045",1,1,"Mankanza","f",2,1
"mk6045",1,1,"Mankanza","f",25,0
"mk6045",1,1,"Mankanza","f",29,1
"mk6045",1,1,"Mankanza","f",22,0
"mk5010",1,1,"Mankanza","m",47,1
"mk5010",1,1,"Mankanza","m",29,1
"mk5010",1,1,"Mankanza","m",1,0
"mk5010",1,1,"Mankanza","m",20,0
"mk5010",1,1,"Mankanza","m",28,0
"mk5010",1,1,"Mankanza","m",35,0
"mk5010",1,1,"Mankanza","m",22,0
"mk5010",1,1,"Mankanza","m",25,0
"mk5010",1,1,"Mankanza","m",41,0
"mk5010",1,1,"Mankanza","m",15,0
"mk5010",1,1,"Mankanza","m",3,0
"mk5010",1,1,"Mankanza","m",6,0
"mk5010",1,1,"Mankanza","m",7,0
"mk5010",1,1,"Mankanza","m",10,0
"mk5010",1,1,"Mankanza","m",38,0
"mk33173",1,1,"Mankanza","f",1,0
"mk33173",1,1,"Mankanza","f",26,1
"mk33173",1,1,"Mankanza","f",30,0
"mk33173",1,1,"Mankanza","f",22,0
"mk33173",1,1,"Mankanza","f",28,0
"mk33173",1,1,"Mankanza","f",19,1
"mk33173",1,1,"Mankanza","f",47,1
"mk33173",1,1,"Mankanza","f",38,0
"mk33173",1,1,"Mankanza","f",10,0
"mk33173",1,1,"Mankanza","f",7,0
"mk33173",1,1,"Mankanza","f",6,0
"mk33173",1,1,"Mankanza","f",4,1
"mk33173",1,1,"Mankanza","f",36,1
"mk33173",1,1,"Mankanza","f",15,0
"mk33173",1,1,"Mankanza","f",41,0
"mk0774",1,1,"Mankanza","f",22,0
"mk0774",1,1,"Mankanza","f",29,1
"mk0774",1,1,"Mankanza","f",25,0
"mk0774",1,1,"Mankanza","f",1,0
"mk0774",1,1,"Mankanza","f",41,0
"mk0774",1,1,"Mankanza","f",15,0
"mk0774",1,1,"Mankanza","f",3,0
"mk0774",1,1,"Mankanza","f",6,0
"mk0774",1,1,"Mankanza","f",7,0
"mk0774",1,1,"Mankanza","f",10,0
"mk0774",1,1,"Mankanza","f",38,0
"mk0774",1,1,"Mankanza","f",48,0
"mk0774",1,1,"Mankanza","f",20,0
"mk0774",1,1,"Mankanza","f",28,0
"mk0774",1,1,"Mankanza","f",35,0
"mk85806",1,1,"Mankanza","f",28,0
"mk85806",1,1,"Mankanza","f",20,0
"mk85806",1,1,"Mankanza","f",48,0
"mk85806",1,1,"Mankanza","f",38,0
"mk85806",1,1,"Mankanza","f",10,0
"mk85806",1,1,"Mankanza","f",7,0
"mk85806",1,1,"Mankanza","f",6,0
"mk85806",1,1,"Mankanza","f",3,0
"mk85806",1,1,"Mankanza","f",15,0
"mk85806",1,1,"Mankanza","f",41,0
"mk85806",1,1,"Mankanza","f",1,0
"mk85806",1,1,"Mankanza","f",25,0
"mk85806",1,1,"Mankanza","f",29,1
"mk85806",1,1,"Mankanza","f",22,0
"mk85806",1,1,"Mankanza","f",35,0
"mk3028",1,1,"Mankanza","f",35,0
"mk3028",1,1,"Mankanza","f",22,0
"mk3028",1,1,"Mankanza","f",29,1
"mk3028",1,1,"Mankanza","f",25,0
"mk3028",1,1,"Mankanza","f",1,0
"mk3028",1,1,"Mankanza","f",41,0
"mk3028",1,1,"Mankanza","f",15,0
"mk3028",1,1,"Mankanza","f",3,0
"mk3028",1,1,"Mankanza","f",6,0
"mk3028",1,1,"Mankanza","f",7,0
"mk3028",1,1,"Mankanza","f",10,0
"mk3028",1,1,"Mankanza","f",38,0
"mk3028",1,1,"Mankanza","f",48,0
"mk3028",1,1,"Mankanza","f",20,0
"mk3028",1,1,"Mankanza","f",28,0
"mk5037",1,1,"Mankanza","f",1,0
"mk5037",1,1,"Mankanza","f",25,0
"mk5037",1,1,"Mankanza","f",29,1
"mk5037",1,1,"Mankanza","f",22,0
"mk5037",1,1,"Mankanza","f",35,0
"mk5037",1,1,"Mankanza","f",28,0
"mk5037",1,1,"Mankanza","f",20,0
"mk5037",1,1,"Mankanza","f",48,0
"mk5037",1,1,"Mankanza","f",38,0
"mk5037",1,1,"Mankanza","f",9,1
"mk5037",1,1,"Mankanza","f",7,0
"mk5037",1,1,"Mankanza","f",6,0
"mk5037",1,1,"Mankanza","f",3,0
"mk5037",1,1,"Mankanza","f",15,0
"mk5037",1,1,"Mankanza","f",41,0
"mk7051",2,1,"Mankanza","f",37,1
"mk7051",2,1,"Mankanza","f",9,1
"mk7051",2,1,"Mankanza","f",7,0
"mk7051",2,1,"Mankanza","f",6,0
"mk7051",2,1,"Mankanza","f",4,1
"mk7051",2,1,"Mankanza","f",15,0
"mk7051",2,1,"Mankanza","f",42,1
"mk7051",2,1,"Mankanza","f",26,1
"mk7051",2,1,"Mankanza","f",36,1
"mk7051",2,1,"Mankanza","f",22,0
"mk7051",2,1,"Mankanza","f",28,0
"mk7051",2,1,"Mankanza","f",19,1
"mk7051",2,1,"Mankanza","f",1,0
"mk7051",2,1,"Mankanza","f",47,1
"mk7051",2,1,"Mankanza","f",29,1
"mk71581",1,1,"Mankanza","f",29,1
"mk71581",1,1,"Mankanza","f",16,1
"mk71581",1,1,"Mankanza","f",38,0
"mk71581",1,1,"Mankanza","f",41,0
"mk71581",1,1,"Mankanza","f",22,0
"mk71581",1,1,"Mankanza","f",6,0
"mk71581",1,1,"Mankanza","f",25,0
"mk71581",1,1,"Mankanza","f",28,0
"mk71581",1,1,"Mankanza","f",48,0
"mk71581",1,1,"Mankanza","f",3,0
"mk71581",1,1,"Mankanza","f",9,1
"mk71581",1,1,"Mankanza","f",20,0
"mk71581",1,1,"Mankanza","f",1,0
"mk71581",1,1,"Mankanza","f",7,0
"mk71581",1,1,"Mankanza","f",35,0
"mk8002",1,1,"Mankanza","m",1,0
"mk8002",1,1,"Mankanza","m",20,0
"mk8002",1,1,"Mankanza","m",10,0
"mk8002",1,1,"Mankanza","m",3,0
"mk8002",1,1,"Mankanza","m",48,0
"mk8002",1,1,"Mankanza","m",28,0
"mk8002",1,1,"Mankanza","m",26,1
"mk8002",1,1,"Mankanza","m",6,0
"mk8002",1,1,"Mankanza","m",21,1
"mk8002",1,1,"Mankanza","m",41,0
"mk8002",1,1,"Mankanza","m",37,1
"mk8002",1,1,"Mankanza","m",15,0
"mk8002",1,1,"Mankanza","m",30,0
"mk8002",1,1,"Mankanza","m",36,1
"mk8002",1,1,"Mankanza","m",7,0
"mk0303",1,1,"Mankanza","m",35,0
"mk0303",1,1,"Mankanza","m",22,0
"mk0303",1,1,"Mankanza","m",25,0
"mk0303",1,1,"Mankanza","m",27,1
"mk0303",1,1,"Mankanza","m",1,0
"mk0303",1,1,"Mankanza","m",6,0
"mk0303",1,1,"Mankanza","m",20,0
"mk0303",1,1,"Mankanza","m",48,0
"mk0303",1,1,"Mankanza","m",10,0
"mk0303",1,1,"Mankanza","m",38,0
"mk0303",1,1,"Mankanza","m",29,1
"mk0303",1,1,"Mankanza","m",15,0
"mk0303",1,1,"Mankanza","m",7,0
"mk0303",1,1,"Mankanza","m",41,0
"mk0303",1,1,"Mankanza","m",3,0
"mk5017",1,1,"Mankanza","f",29,1
"mk5017",1,1,"Mankanza","f",35,0
"mk5017",1,1,"Mankanza","f",7,0
"mk5017",1,1,"Mankanza","f",20,0
"mk5017",1,1,"Mankanza","f",2,1
"mk5017",1,1,"Mankanza","f",10,0
"mk5017",1,1,"Mankanza","f",3,0
"mk5017",1,1,"Mankanza","f",26,1
"mk5017",1,1,"Mankanza","f",22,0
"mk5017",1,1,"Mankanza","f",41,0
"mk5017",1,1,"Mankanza","f",6,0
"mk5017",1,1,"Mankanza","f",15,0
"mk5017",1,1,"Mankanza","f",27,1
"mk5017",1,1,"Mankanza","f",38,0
"mk5017",1,1,"Mankanza","f",47,1
"mk0014",1,1,"Mankanza","f",6,0
"mk0014",1,1,"Mankanza","f",15,0
"mk0014",1,1,"Mankanza","f",38,0
"mk0014",1,1,"Mankanza","f",48,0
"mk0014",1,1,"Mankanza","f",28,0
"mk0014",1,1,"Mankanza","f",30,0
"mk0014",1,1,"Mankanza","f",7,0
"mk0014",1,1,"Mankanza","f",1,0
"mk0014",1,1,"Mankanza","f",20,0
"mk0014",1,1,"Mankanza","f",10,0
"mk0014",1,1,"Mankanza","f",4,1
"mk0014",1,1,"Mankanza","f",22,0
"mk0014",1,1,"Mankanza","f",41,0
"mk0014",1,1,"Mankanza","f",35,0
"mk0014",1,1,"Mankanza","f",25,0
"mk2254",1,1,"Mankanza","m",6,0
"mk2254",1,1,"Mankanza","m",22,0
"mk2254",1,1,"Mankanza","m",41,0
"mk2254",1,1,"Mankanza","m",35,0
"mk2254",1,1,"Mankanza","m",16,1
"mk2254",1,1,"Mankanza","m",38,0
"mk2254",1,1,"Mankanza","m",47,1
"mk2254",1,1,"Mankanza","m",27,1
"mk2254",1,1,"Mankanza","m",29,1
"mk2254",1,1,"Mankanza","m",7,0
"mk2254",1,1,"Mankanza","m",2,1
"mk2254",1,1,"Mankanza","m",20,0
"mk2254",1,1,"Mankanza","m",10,0
"mk2254",1,1,"Mankanza","m",3,0
"mk2254",1,1,"Mankanza","m",25,0
"mk22672",1,1,"Mankanza","m",22,0
"mk22672",1,1,"Mankanza","m",5,1
"mk22672",1,1,"Mankanza","m",27,1
"mk22672",1,1,"Mankanza","m",38,0
"mk22672",1,1,"Mankanza","m",48,0
"mk22672",1,1,"Mankanza","m",29,1
"mk22672",1,1,"Mankanza","m",7,0
"mk22672",1,1,"Mankanza","m",35,0
"mk22672",1,1,"Mankanza","m",15,0
"mk22672",1,1,"Mankanza","m",20,0
"mk22672",1,1,"Mankanza","m",1,0
"mk22672",1,1,"Mankanza","m",10,0
"mk22672",1,1,"Mankanza","m",41,0
"mk22672",1,1,"Mankanza","m",3,0
"mk22672",1,1,"Mankanza","m",25,0
"mk7050",2,1,"Mankanza","m",9,1
"mk7050",2,1,"Mankanza","m",4,1
"mk7050",2,1,"Mankanza","m",25,0
"mk7050",2,1,"Mankanza","m",22,0
"mk7050",2,1,"Mankanza","m",41,0
"mk7050",2,1,"Mankanza","m",6,0
"mk7050",2,1,"Mankanza","m",16,1
"mk7050",2,1,"Mankanza","m",28,0
"mk7050",2,1,"Mankanza","m",37,1
"mk7050",2,1,"Mankanza","m",47,1
"mk7050",2,1,"Mankanza","m",30,0
"mk7050",2,1,"Mankanza","m",35,0
"mk7050",2,1,"Mankanza","m",7,0
"mk7050",2,1,"Mankanza","m",2,1
"mk7050",2,1,"Mankanza","m",20,0
"mk7061",2,1,"Mankanza","m",26,1
"mk7061",2,1,"Mankanza","m",36,1
"mk7061",2,1,"Mankanza","m",42,1
"mk7061",2,1,"Mankanza","m",21,1
"mk7061",2,1,"Mankanza","m",3,0
"mk7061",2,1,"Mankanza","m",9,1
"mk7061",2,1,"Mankanza","m",20,0
"mk7061",2,1,"Mankanza","m",1,0
"mk7061",2,1,"Mankanza","m",7,0
"mk7061",2,1,"Mankanza","m",29,1
"mk7061",2,1,"Mankanza","m",27,1
"mk7061",2,1,"Mankanza","m",47,1
"mk7061",2,1,"Mankanza","m",38,0
"mk7061",2,1,"Mankanza","m",15,0
"mk7061",2,1,"Mankanza","m",6,0
"bm28836",1,2,"Bokulu","f",19,1
"bm28836",1,2,"Bokulu","f",15,0
"bm28836",1,2,"Bokulu","f",7,0
"bm28836",1,2,"Bokulu","f",27,1
"bm28836",1,2,"Bokulu","f",10,0
"bm28836",1,2,"Bokulu","f",29,1
"bm28836",1,2,"Bokulu","f",21,1
"bm28836",1,2,"Bokulu","f",6,0
"bm28836",1,2,"Bokulu","f",36,1
"bm28836",1,2,"Bokulu","f",41,0
"bm28836",1,2,"Bokulu","f",37,1
"bm28836",1,2,"Bokulu","f",1,0
"bm28836",1,2,"Bokulu","f",3,0
"bm28836",1,2,"Bokulu","f",25,0
"bm28836",1,2,"Bokulu","f",48,0
"bm34944",1,2,"Bokulu","f",4,1
"bm34944",1,2,"Bokulu","f",37,1
"bm34944",1,2,"Bokulu","f",7,0
"bm34944",1,2,"Bokulu","f",2,1
"bm34944",1,2,"Bokulu","f",29,1
"bm34944",1,2,"Bokulu","f",48,0
"bm34944",1,2,"Bokulu","f",21,1
"bm34944",1,2,"Bokulu","f",36,1
"bm34944",1,2,"Bokulu","f",6,0
"bm34944",1,2,"Bokulu","f",27,1
"bm34944",1,2,"Bokulu","f",25,0
"bm34944",1,2,"Bokulu","f",10,0
"bm34944",1,2,"Bokulu","f",16,1
"bm34944",1,2,"Bokulu","f",20,0
"bm34944",1,2,"Bokulu","f",41,0
"bm89380",1,2,"Bokulu","f",6,0
"bm89380",1,2,"Bokulu","f",21,1
"bm89380",1,2,"Bokulu","f",29,1
"bm89380",1,2,"Bokulu","f",7,0
"bm89380",1,2,"Bokulu","f",4,1
"bm89380",1,2,"Bokulu","f",37,1
"bm89380",1,2,"Bokulu","f",42,1
"bm89380",1,2,"Bokulu","f",19,1
"bm89380",1,2,"Bokulu","f",15,0
"bm89380",1,2,"Bokulu","f",26,1
"bm89380",1,2,"Bokulu","f",27,1
"bm89380",1,2,"Bokulu","f",36,1
"bm89380",1,2,"Bokulu","f",9,1
"bm89380",1,2,"Bokulu","f",48,0
"bm89380",1,2,"Bokulu","f",2,1
"bm63466",1,2,"Bokulu","m",4,1
"bm63466",1,2,"Bokulu","m",21,1
"bm63466",1,2,"Bokulu","m",27,1
"bm63466",1,2,"Bokulu","m",6,0
"bm63466",1,2,"Bokulu","m",20,0
"bm63466",1,2,"Bokulu","m",1,0
"bm63466",1,2,"Bokulu","m",7,0
"bm63466",1,2,"Bokulu","m",48,0
"bm63466",1,2,"Bokulu","m",41,0
"bm63466",1,2,"Bokulu","m",26,1
"bm63466",1,2,"Bokulu","m",36,1
"bm63466",1,2,"Bokulu","m",38,0
"bm63466",1,2,"Bokulu","m",10,0
"bm63466",1,2,"Bokulu","m",16,1
"bm63466",1,2,"Bokulu","m",29,1
"bm3004",2,2,"Bokulu","m",27,1
"bm3004",2,2,"Bokulu","m",29,1
"bm3004",2,2,"Bokulu","m",7,0
"bm3004",2,2,"Bokulu","m",2,1
"bm3004",2,2,"Bokulu","m",20,0
"bm3004",2,2,"Bokulu","m",36,1
"bm3004",2,2,"Bokulu","m",16,1
"bm3004",2,2,"Bokulu","m",37,1
"bm3004",2,2,"Bokulu","m",42,1
"bm3004",2,2,"Bokulu","m",47,1
"bm3004",2,2,"Bokulu","m",22,0
"bm3004",2,2,"Bokulu","m",4,1
"bm3004",2,2,"Bokulu","m",26,1
"bm3004",2,2,"Bokulu","m",6,0
"bm3004",2,2,"Bokulu","m",10,0
"bm3019",2,1,"Bokulu","f",16,1
"bm3019",2,1,"Bokulu","f",36,1
"bm3019",2,1,"Bokulu","f",20,0
"bm3019",2,1,"Bokulu","f",2,1
"bm3019",2,1,"Bokulu","f",7,0
"bm3019",2,1,"Bokulu","f",29,1
"bm3019",2,1,"Bokulu","f",27,1
"bm3019",2,1,"Bokulu","f",37,1
"bm3019",2,1,"Bokulu","f",42,1
"bm3019",2,1,"Bokulu","f",47,1
"bm3019",2,1,"Bokulu","f",22,0
"bm3019",2,1,"Bokulu","f",4,1
"bm3019",2,1,"Bokulu","f",26,1
"bm3019",2,1,"Bokulu","f",6,0
"bm3019",2,1,"Bokulu","f",10,0
"bm3001",2,2,"Bokulu","m",48,0
"bm3001",2,2,"Bokulu","m",1,0
"bm3001",2,2,"Bokulu","m",26,1
"bm3001",2,2,"Bokulu","m",36,1
"bm3001",2,2,"Bokulu","m",16,1
"bm3001",2,2,"Bokulu","m",21,1
"bm3001",2,2,"Bokulu","m",10,0
"bm3001",2,2,"Bokulu","m",29,1
"bm3001",2,2,"Bokulu","m",6,0
"bm3001",2,2,"Bokulu","m",41,0
"bm3001",2,2,"Bokulu","m",20,0
"bm3001",2,2,"Bokulu","m",27,1
"bm3001",2,2,"Bokulu","m",4,1
"bm3001",2,2,"Bokulu","m",7,0
"bm3001",2,2,"Bokulu","m",38,0
"bm3022",2,1,"Bokulu","m",1,0
"bm3022",2,1,"Bokulu","m",27,1
"bm3022",2,1,"Bokulu","m",21,1
"bm3022",2,1,"Bokulu","m",25,0
"bm3022",2,1,"Bokulu","m",36,1
"bm3022",2,1,"Bokulu","m",6,0
"bm3022",2,1,"Bokulu","m",47,1
"bm3022",2,1,"Bokulu","m",19,1
"bm3022",2,1,"Bokulu","m",10,0
"bm3022",2,1,"Bokulu","m",37,1
"bm3022",2,1,"Bokulu","m",42,1
"bm3022",2,1,"Bokulu","m",4,1
"bm3022",2,1,"Bokulu","m",15,0
"bm3022",2,1,"Bokulu","m",8,1
"bm3022",2,1,"Bokulu","m",29,1
"bm3026",2,1,"Bokulu","m",8,1
"bm3026",2,1,"Bokulu","m",15,0
"bm3026",2,1,"Bokulu","m",4,1
"bm3026",2,1,"Bokulu","m",29,1
"bm3026",2,1,"Bokulu","m",37,1
"bm3026",2,1,"Bokulu","m",10,0
"bm3026",2,1,"Bokulu","m",42,1
"bm3026",2,1,"Bokulu","m",47,1
"bm3026",2,1,"Bokulu","m",6,0
"bm3026",2,1,"Bokulu","m",27,1
"bm3026",2,1,"Bokulu","m",25,0
"bm3026",2,1,"Bokulu","m",1,0
"bm3026",2,1,"Bokulu","m",21,1
"bm3026",2,1,"Bokulu","m",19,1
"bm3026",2,1,"Bokulu","m",36,1
"bm3055",2,1,"Bokulu","m",47,1
"bm3055",2,1,"Bokulu","m",42,1
"bm3055",2,1,"Bokulu","m",27,1
"bm3055",2,1,"Bokulu","m",29,1
"bm3055",2,1,"Bokulu","m",37,1
"bm3055",2,1,"Bokulu","m",16,1
"bm3055",2,1,"Bokulu","m",36,1
"bm3055",2,1,"Bokulu","m",2,1
"bm3055",2,1,"Bokulu","m",20,0
"bm3055",2,1,"Bokulu","m",7,0
"bm3055",2,1,"Bokulu","m",4,1
"bm3055",2,1,"Bokulu","m",22,0
"bm3055",2,1,"Bokulu","m",26,1
"bm3055",2,1,"Bokulu","m",10,0
"bm3055",2,1,"Bokulu","m",6,0
"bm3059",2,1,"Bokulu","m",16,1
"bm3059",2,1,"Bokulu","m",36,1
"bm3059",2,1,"Bokulu","m",20,0
"bm3059",2,1,"Bokulu","m",7,0
"bm3059",2,1,"Bokulu","m",2,1
"bm3059",2,1,"Bokulu","m",29,1
"bm3059",2,1,"Bokulu","m",27,1
"bm3059",2,1,"Bokulu","m",42,1
"bm3059",2,1,"Bokulu","m",10,0
"bm3059",2,1,"Bokulu","m",26,1
"bm3059",2,1,"Bokulu","m",6,0
"bm3059",2,1,"Bokulu","m",4,1
"bm3059",2,1,"Bokulu","m",22,0
"bm3059",2,1,"Bokulu","m",47,1
"bm3059",2,1,"Bokulu","m",37,1
"bm3063",2,1,"Bokulu","m",7,0
"bm3063",2,1,"Bokulu","m",20,0
"bm3063",2,1,"Bokulu","m",2,1
"bm3063",2,1,"Bokulu","m",36,1
"bm3063",2,1,"Bokulu","m",16,1
"bm3063",2,1,"Bokulu","m",37,1
"bm3063",2,1,"Bokulu","m",29,1
"bm3063",2,1,"Bokulu","m",27,1
"bm3063",2,1,"Bokulu","m",42,1
"bm3063",2,1,"Bokulu","m",47,1
"bm3063",2,1,"Bokulu","m",22,0
"bm3063",2,1,"Bokulu","m",4,1
